index,image,transcription,length
27834,h07-037-02-05,and,3.0
27835,h07-037-02-03,the,3.0
27836,a04-023-02-05,and,3.0
27837,l01-105-07-05,and,3.0
27838,h07-037-01-04,has,3.0
27839,h07-037-01-01,the,3.0
27840,a04-023-02-08,met,3.0
27841,h07-037-00-00,The,3.0
27842,l01-105-09-00,the,3.0
27843,h07-033a-10-03,may,3.0
27844,h07-037-02-06,the,3.0
27845,h07-037-09-00,the,3.0
27846,a02-111-10-04,the,3.0
27847,h07-037-09-03,the,3.0
27848,l01-095-07-06,she,3.0
27849,l01-095-08-00,not,3.0
27850,h07-040-00-00,All,3.0
27851,h07-037a-06-09,the,3.0
27852,a02-116-00-01,was,3.0
27853,h07-037a-06-06,the,3.0
27854,h07-037a-06-03,has,3.0
27855,h07-037a-06-02,and,3.0
27856,h07-037a-05-02,has,3.0
27857,l01-105-00-04,set,3.0
27858,h07-037a-05-00,two,3.0
27859,l01-105-00-06,her,3.0
27860,l01-105-01-00,own,3.0
27861,l01-105-01-03,Her,3.0
27862,h07-037a-03-01,the,3.0
27863,h07-037a-02-04,the,3.0
27864,h07-037a-02-03,and,3.0
27865,h07-037a-02-01,the,3.0
27866,h07-037a-01-02,has,3.0
27867,h07-037a-00-06,the,3.0
27868,l01-105-03-05,the,3.0
27869,l01-105-04-02,and,3.0
27870,h07-037a-00-00,The,3.0
27871,h07-033a-09-07,the,3.0
27872,h07-033-05-02,the,3.0
27873,l01-105-09-04,she,3.0
27874,h07-033a-08-05,the,3.0
27875,h07-033a-02-06,and,3.0
27876,l01-111-01-08,the,3.0
27877,h07-033a-02-01,the,3.0
27878,a02-111-08-03,the,3.0
27879,h07-033a-01-03,the,3.0
27880,l01-111-02-00,and,3.0
27881,l01-111-02-01,Sam,3.0
27882,a04-027-00-07,see,3.0
27883,l01-111-02-05,You,3.0
27884,l01-111-02-06,get,3.0
27885,a04-023-04-11,the,3.0
27886,l01-111-02-08,out,3.0
27887,h07-033-09-03,for,3.0
27888,h07-033-08-06,not,3.0
27889,h07-033-08-05,may,3.0
27890,h07-033-08-03,the,3.0
27891,h07-033-07-05,the,3.0
27892,a04-027-01-00,and,3.0
27893,l01-111-03-04,You,3.0
27894,h07-033-07-02,the,3.0
27895,a04-027-01-02,him,3.0
27896,h07-033-06-01,has,3.0
27897,h07-033-09-04,the,3.0
27898,l01-111-01-05,her,3.0
27899,l01-111-01-04,put,3.0
27900,h07-033a-03-05,for,3.0
27901,h07-033a-08-04,and,3.0
27902,h07-033a-07-07,may,3.0
27903,h07-033a-07-06,few,3.0
27904,h07-033a-07-05,too,3.0
27905,h07-033a-07-04,but,3.0
27906,h07-033a-07-01,the,3.0
27907,h07-033a-07-00,for,3.0
27908,l01-111-00-01,the,3.0
27909,l01-111-00-02,old,3.0
27910,h07-033a-06-05,not,3.0
27911,h07-033a-06-04,may,3.0
27912,h07-033a-06-02,the,3.0
27913,h07-033a-05-09,Too,3.0
27914,h07-033a-05-06,the,3.0
27915,a04-023-04-07,the,3.0
27916,h07-033a-05-03,the,3.0
27917,l01-111-00-05,was,3.0
27918,l01-111-00-06,too,3.0
27919,l01-111-00-08,for,3.0
27920,h07-033a-04-05,has,3.0
27921,l01-111-01-00,her,3.0
27922,l01-111-01-03,she,3.0
27923,h07-033a-04-00,the,3.0
27924,l01-105-10-00,the,3.0
27925,h06-003-01-03,was,3.0
27926,h06-003-01-01,the,3.0
27927,l03-008-07-00,and,3.0
27928,l04-102-01-04,saw,3.0
27929,h02-017-06-05,for,3.0
27930,l04-102-02-01,his,3.0
27931,h02-017-06-02,far,3.0
27932,h02-017-06-00,not,3.0
27933,h02-017-05-09,had,3.0
27934,h02-017-05-08,and,3.0
27935,h02-017-05-04,Act,3.0
27936,a02-082-05-01,500,3.0
27937,l04-102-02-08,The,3.0
27938,a02-082-05-04,167,3.0
27939,h02-017-05-01,the,3.0
27940,a04-072-05-00,was,3.0
27941,h02-017-04-05,Act,3.0
27942,h02-017-04-02,the,3.0
27943,l04-102-03-02,and,3.0
27944,a04-072-05-01,the,3.0
27945,l04-102-03-06,the,3.0
27946,h02-017-03-03,for,3.0
27947,h02-017-03-01,not,3.0
27948,h02-017-02-08,the,3.0
27949,l04-102-04-00,the,3.0
27950,a04-072-04-04,the,3.0
27951,h02-017-01-04,and,3.0
27952,h02-019-01-03,has,3.0
27953,h02-019-01-07,the,3.0
27954,l04-098-00-06,and,3.0
27955,l04-098-00-07,key,3.0
27956,h02-022-01-00,and,3.0
27957,h02-022-00-08,has,3.0
27958,l04-098-01-00,for,3.0
27959,h02-022-00-05,the,3.0
27960,l04-098-01-01,the,3.0
27961,h02-022-00-01,are,3.0
27962,h02-019-08-08,has,3.0
27963,h02-019-08-04,the,3.0
27964,l04-102-00-06,was,3.0
27965,h02-019-08-01,the,3.0
27966,a02-082-06-00,the,3.0
27967,l04-098-04-02,for,3.0
27968,l04-098-04-03,the,3.0
27969,l04-098-04-04,box,3.0
27970,h02-019-05-03,for,3.0
27971,l04-098-04-05,and,3.0
27972,l04-098-06-01,and,3.0
27973,h02-019-04-02,and,3.0
27974,h02-019-02-03,and,3.0
27975,l04-102-00-03,his,3.0
27976,h02-019-06-10,and,3.0
27977,a04-072-06-01,for,3.0
27978,a04-072-06-02,the,3.0
27979,l04-102-05-00,him,3.0
27980,h02-008-03-09,and,3.0
27981,h02-008-03-06,the,3.0
27982,l04-106-03-06,him,3.0
27983,h02-008-03-03,for,3.0
27984,l04-106-03-09,his,3.0
27985,a04-072-09-05,for,3.0
27986,a02-082-03-06,287,3.0
27987,h02-008-02-11,The,3.0
27988,h02-008-02-07,and,3.0
27989,h02-008-02-05,the,3.0
27990,a02-082-04-00,had,3.0
27991,a04-072-10-00,and,3.0
27992,l04-106-04-10,old,3.0
27993,a02-082-03-03,the,3.0
27994,a04-081-00-00,The,3.0
27995,l04-106-05-05,Jim,3.0
27996,h02-004-08-03,not,3.0
27997,h02-004-08-00,the,3.0
27998,h02-004-07-04,but,3.0
27999,a04-081-00-04,the,3.0
28000,h02-004-06-04,the,3.0
28001,a02-082-02-06,the,3.0
28002,l04-106-04-06,him,3.0
28003,h02-008-05-05,our,3.0
28004,h02-008-06-00,and,3.0
28005,l04-106-02-10,too,3.0
28006,h02-017-00-05,the,3.0
28007,a04-072-06-06,was,3.0
28008,l04-102-05-04,his,3.0
28009,l04-102-06-02,The,3.0
28010,h02-012-08-06,the,3.0
28011,l04-102-06-06,had,3.0
28012,h02-012-08-03,but,3.0
28013,h02-012-07-05,had,3.0
28014,l04-102-07-05,him,3.0
28015,h02-012-07-02,The,3.0
28016,l04-102-08-00,now,3.0
28017,l04-102-08-02,the,3.0
28018,h02-012-06-01,and,3.0
28019,h02-012-05-05,and,3.0
28020,h02-012-05-01,the,3.0
28021,h02-012-04-07,the,3.0
28022,l04-106-01-06,and,3.0
28023,h02-012-03-06,our,3.0
28024,a04-072-08-03,the,3.0
28025,h02-012-03-01,had,3.0
28026,h02-012-02-07,and,3.0
28027,l04-106-02-04,and,3.0
28028,h02-012-02-03,our,3.0
28029,h02-022-03-05,too,3.0
28030,l04-093-06-08,the,3.0
28031,h02-022-05-02,may,3.0
28032,a04-069-06-07,the,3.0
28033,l04-087-00-00,Was,3.0
28034,l04-087-00-02,his,3.0
28035,h02-035-03-03,and,3.0
28036,l04-087-00-05,was,3.0
28037,h02-035-03-00,and,3.0
28038,l04-087-00-06,the,3.0
28039,h02-035-02-07,the,3.0
28040,a04-066-08-01,the,3.0
28041,h02-035-02-03,any,3.0
28042,a02-086-01-04,all,3.0
28043,l04-082-08-05,the,3.0
28044,l04-087-01-08,the,3.0
28045,h02-035-00-00,The,3.0
28046,l04-087-02-01,and,3.0
28047,l04-087-02-04,out,3.0
28048,h02-028-07-05,and,3.0
28049,l04-087-02-06,The,3.0
28050,h02-028-07-01,the,3.0
28051,l04-087-02-08,tin,3.0
28052,l04-087-02-09,box,3.0
28053,l04-087-02-10,was,3.0
28054,a04-069-00-07,the,3.0
28055,h02-035-00-04,the,3.0
28056,a02-086-03-00,Sir,3.0
28057,a02-086-03-01,Roy,3.0
28058,l04-082-07-05,his,3.0
28059,l04-082-02-00,and,3.0
28060,h02-037-06-03,for,3.0
28061,l04-082-02-03,and,3.0
28062,h02-037-05-00,had,3.0
28063,a02-086-04-03,his,3.0
28064,h02-037-04-04,and,3.0
28065,l04-082-03-01,and,3.0
28066,a04-066-04-01,the,3.0
28067,h02-037-02-05,the,3.0
28068,h02-037-02-02,the,3.0
28069,l04-082-03-08,the,3.0
28070,l04-082-04-02,His,3.0
28071,l04-082-04-03,eye,3.0
28072,l04-082-04-07,the,3.0
28073,h02-037-00-07,and,3.0
28074,l04-082-05-03,the,3.0
28075,h02-037-00-03,the,3.0
28076,a02-086-03-09,say,3.0
28077,l04-082-05-06,his,3.0
28078,l04-082-06-03,For,3.0
28079,a04-066-05-03,the,3.0
28080,a02-086-03-06,now,3.0
28081,l04-082-07-02,the,3.0
28082,l04-087-03-02,had,3.0
28083,l04-106-06-07,tip,3.0
28084,h02-028-05-02,and,3.0
28085,l04-087-04-00,out,3.0
28086,l04-093-03-04,but,3.0
28087,h02-024-02-09,the,3.0
28088,h02-024-02-07,use,3.0
28089,l04-093-03-05,the,3.0
28090,h02-024-02-03,and,3.0
28091,h02-024-02-01,the,3.0
28092,h02-024-01-03,who,3.0
28093,l04-093-04-01,his,3.0
28094,h02-024-00-09,was,3.0
28095,l04-093-04-04,him,3.0
28096,a02-082-06-08,the,3.0
28097,h02-024-00-06,our,3.0
28098,a04-069-06-02,the,3.0
28099,l04-093-06-00,box,3.0
28100,h02-022-07-03,any,3.0
28101,l04-093-06-02,its,3.0
28102,h02-022-07-01,for,3.0
28103,l04-093-06-04,and,3.0
28104,h02-022-05-09,the,3.0
28105,h02-022-05-08,for,3.0
28106,a04-069-06-06,for,3.0
28107,h02-022-05-04,due,3.0
28108,h02-024-00-02,The,3.0
28109,l04-093-03-01,the,3.0
28110,a04-069-05-01,the,3.0
28111,h02-024-04-02,the,3.0
28112,l04-087-04-01,and,3.0
28113,h02-028-03-08,and,3.0
28114,h02-028-03-05,was,3.0
28115,l04-087-04-03,the,3.0
28116,l04-087-04-04,lid,3.0
28117,a04-069-02-01,the,3.0
28118,l04-087-04-07,was,3.0
28119,l04-087-04-09,and,3.0
28120,h02-028-02-03,the,3.0
28121,h02-028-01-11,the,3.0
28122,a04-069-02-04,the,3.0
28123,l04-093-00-02,out,3.0
28124,h02-028-01-04,the,3.0
28125,l04-093-00-03,the,3.0
28126,l04-093-00-08,and,3.0
28127,h02-028-00-04,our,3.0
28128,l04-093-00-11,the,3.0
28129,h02-024-07-02,two,3.0
28130,h02-024-06-07,had,3.0
28131,l04-093-02-03,for,3.0
28132,h02-024-05-01,was,3.0
28133,h02-024-05-00,ity,3.0
28134,l04-093-02-08,had,3.0
28135,h02-028-05-00,the,3.0
28136,l04-113-01-01,two,3.0
28137,l04-113-02-00,all,3.0
28138,a04-081-01-04,the,3.0
28139,h01-010-02-10,the,3.0
28140,a02-078-01-02,the,3.0
28141,l04-136-04-04,out,3.0
28142,l04-136-04-06,the,3.0
28143,a04-085-09-06,the,3.0
28144,l04-136-04-08,and,3.0
28145,h01-010-01-07,for,3.0
28146,h01-010-01-03,and,3.0
28147,h01-010-01-01,the,3.0
28148,h01-007-08-06,end,3.0
28149,l04-136-03-08,his,3.0
28150,h01-007-08-05,the,3.0
28151,h01-007-07-05,was,3.0
28152,h01-007-06-04,the,3.0
28153,a04-089-01-01,100,3.0
28154,l04-141-02-00,the,3.0
28155,h01-007-05-05,and,3.0
28156,l04-141-02-04,the,3.0
28157,l04-141-02-06,and,3.0
28158,l04-141-02-07,has,3.0
28159,h01-007-04-01,use,3.0
28160,l04-141-02-10,low,3.0
28161,a04-089-00-05,the,3.0
28162,h01-010-03-05,the,3.0
28163,h01-010-03-07,age,3.0
28164,h01-010-04-04,and,3.0
28165,h01-014-03-09,and,3.0
28166,h01-014-03-05,the,3.0
28167,a02-078-04-01,was,3.0
28168,h01-014-03-02,the,3.0
28169,h01-014-03-00,use,3.0
28170,h01-014-01-10,the,3.0
28171,l04-130-08-06,his,3.0
28172,h01-014-01-07,the,3.0
28173,l04-136-01-02,but,3.0
28174,h01-014-01-02,and,3.0
28175,h01-014-00-07,has,3.0
28176,h01-014-00-03,the,3.0
28177,h01-010-07-02,its,3.0
28178,h01-010-07-00,was,3.0
28179,h01-010-06-10,and,3.0
28180,l04-136-02-01,had,3.0
28181,h01-010-06-04,was,3.0
28182,h01-010-06-02,The,3.0
28183,l04-136-02-03,the,3.0
28184,h01-010-05-06,was,3.0
28185,l04-136-02-05,and,3.0
28186,h01-010-05-01,the,3.0
28187,h01-010-04-06,the,3.0
28188,l04-141-03-01,the,3.0
28189,l04-130-07-04,the,3.0
28190,h01-007-03-01,the,3.0
28191,h01-007-02-03,was,3.0
28192,h01-004-00-05,the,3.0
28193,h01-004-00-00,The,3.0
28194,l04-147-00-08,him,3.0
28195,h01-000-09-05,the,3.0
28196,l04-147-04-01,out,3.0
28197,a02-072-07-02,but,3.0
28198,l04-147-04-08,put,3.0
28199,h01-000-08-04,the,3.0
28200,a02-072-07-00,was,3.0
28201,h01-000-07-05,the,3.0
28202,l04-147-00-03,get,3.0
28203,h01-000-07-02,and,3.0
28204,h01-000-06-04,who,3.0
28205,h01-000-06-02,all,3.0
28206,l04-153-01-08,new,3.0
28207,h01-000-05-05,The,3.0
28208,a04-089-06-06,out,3.0
28209,h01-000-05-01,age,3.0
28210,h01-000-05-00,the,3.0
28211,h01-000-02-07,had,3.0
28212,h01-000-02-05,The,3.0
28213,h01-000-02-01,and,3.0
28214,h01-000-06-07,had,3.0
28215,l04-147-00-02,can,3.0
28216,a02-078-00-00,Sir,3.0
28217,h01-004-01-05,all,3.0
28218,h01-007-02-00,the,3.0
28219,h01-007-01-02,had,3.0
28220,h01-007-00-08,the,3.0
28221,h01-007-00-03,the,3.0
28222,a04-089-02-07,and,3.0
28223,h01-007-00-00,The,3.0
28224,h01-004-05-05,the,3.0
28225,h01-004-05-04,for,3.0
28226,l04-141-04-08,are,3.0
28227,h01-004-05-01,the,3.0
28228,h01-004-04-09,had,3.0
28229,l04-141-05-02,man,3.0
28230,h01-004-04-00,the,3.0
28231,h01-004-03-03,the,3.0
28232,a04-089-04-00,the,3.0
28233,a02-078-00-01,Roy,3.0
28234,h01-004-03-00,the,3.0
28235,l04-141-05-07,and,3.0
28236,l04-141-05-09,the,3.0
28237,h01-004-02-05,not,3.0
28238,h01-004-02-04,was,3.0
28239,h01-004-01-10,had,3.0
28240,h01-004-01-07,who,3.0
28241,h01-007-02-04,the,3.0
28242,a04-066-02-06,saw,3.0
28243,h01-014-04-01,and,3.0
28244,h01-014-04-09,the,3.0
28245,l04-118-03-07,the,3.0
28246,h01-030-00-00,The,3.0
28247,h01-027-10-04,was,3.0
28248,l04-118-04-05,boy,3.0
28249,h01-027-10-02,new,3.0
28250,h01-027-09-07,and,3.0
28251,a02-078-08-08,the,3.0
28252,h01-027-09-00,had,3.0
28253,a02-078-08-06,Roy,3.0
28254,a04-081-07-03,was,3.0
28255,h01-030-01-03,not,3.0
28256,l04-118-06-03,the,3.0
28257,l04-118-06-06,the,3.0
28258,h01-027-07-00,for,3.0
28259,h01-027-06-08,the,3.0
28260,h01-027-06-07,But,3.0
28261,a02-078-08-03,way,3.0
28262,l04-124-00-03,His,3.0
28263,l04-124-00-06,the,3.0
28264,h01-027-03-01,the,3.0
28265,a04-081-09-02,the,3.0
28266,h01-027-02-03,the,3.0
28267,a02-078-08-05,Sir,3.0
28268,h01-030-01-05,the,3.0
28269,h01-030-03-00,but,3.0
28270,h01-030-03-06,the,3.0
28271,l04-113-02-02,bit,3.0
28272,h02-004-04-01,for,3.0
28273,h02-004-03-05,and,3.0
28274,h02-004-03-01,the,3.0
28275,h02-004-02-02,and,3.0
28276,a04-081-03-01,the,3.0
28277,l04-113-03-03,and,3.0
28278,l04-113-03-07,for,3.0
28279,a04-081-03-05,and,3.0
28280,a04-081-03-06,the,3.0
28281,l04-113-04-01,now,3.0
28282,l04-113-04-03,and,3.0
28283,l04-113-04-04,the,3.0
28284,l04-113-04-06,lot,3.0
28285,h01-030-09-00,the,3.0
28286,l04-113-05-01,one,3.0
28287,h01-030-07-02,was,3.0
28288,l04-118-02-00,why,3.0
28289,h01-030-06-05,the,3.0
28290,a04-081-05-01,the,3.0
28291,a02-082-01-00,had,3.0
28292,h01-030-05-00,and,3.0
28293,l04-118-02-03,you,3.0
28294,l04-124-01-01,was,3.0
28295,a04-085-06-07,the,3.0
28296,l04-124-01-04,him,3.0
28297,l04-124-01-06,his,3.0
28298,l04-130-03-00,You,3.0
28299,a04-085-04-03,met,3.0
28300,l04-130-03-05,was,3.0
28301,h01-018-02-06,and,3.0
28302,h01-018-02-02,and,3.0
28303,l04-130-03-10,the,3.0
28304,h01-018-01-09,for,3.0
28305,a02-078-04-07,the,3.0
28306,l04-130-04-02,the,3.0
28307,l04-130-04-07,him,3.0
28308,h01-018-05-03,and,3.0
28309,l04-130-06-00,his,3.0
28310,a04-085-05-04,was,3.0
28311,h01-014-07-08,the,3.0
28312,h01-014-07-05,the,3.0
28313,a04-085-06-00,the,3.0
28314,l04-130-06-03,but,3.0
28315,h01-014-06-09,all,3.0
28316,h01-014-06-08,and,3.0
28317,l04-130-06-08,all,3.0
28318,h01-014-06-02,and,3.0
28319,l04-130-06-11,had,3.0
28320,h01-014-08-02,the,3.0
28321,h01-018-05-04,the,3.0
28322,a02-078-05-04,was,3.0
28323,a02-078-05-05,led,3.0
28324,h01-027-01-03,not,3.0
28325,h01-027-01-02,was,3.0
28326,h01-027-00-06,out,3.0
28327,l04-124-02-00,his,3.0
28328,h01-024-08-01,has,3.0
28329,l04-124-02-08,but,3.0
28330,l04-124-02-10,the,3.0
28331,h01-024-07-03,and,3.0
28332,l04-124-03-03,out,3.0
28333,h01-024-06-06,The,3.0
28334,a04-085-01-04,was,3.0
28335,a02-078-06-07,The,3.0
28336,l04-124-05-02,met,3.0
28337,a02-078-06-02,was,3.0
28338,l04-124-06-04,way,3.0
28339,h01-024-01-06,was,3.0
28340,a04-085-03-02,the,3.0
28341,l04-124-06-06,was,3.0
28342,h01-024-01-00,the,3.0
28343,l04-124-07-01,had,3.0
28344,l04-124-07-03,gun,3.0
28345,h01-024-00-01,new,3.0
28346,l04-124-07-04,and,3.0
28347,l04-124-01-05,but,3.0
28348,h07-063a-04-00,Her,3.0
28349,h02-037-07-06,was,3.0
28350,h02-037-08-03,the,3.0
28351,h04-061-06-00,the,3.0
28352,l04-020-05-03,the,3.0
28353,l04-020-05-04,sky,3.0
28354,h04-061-05-04,for,3.0
28355,a02-093-07-00,new,3.0
28356,a02-093-06-08,the,3.0
28357,l04-020-05-08,few,3.0
28358,h04-061-04-05,and,3.0
28359,a04-050-05-05,out,3.0
28360,h04-061-02-01,and,3.0
28361,a02-093-07-03,law,3.0
28362,h04-061-01-04,the,3.0
28363,a02-093-06-05,for,3.0
28364,l04-026-00-10,But,3.0
28365,h04-061-00-05,the,3.0
28366,a04-050-05-10,and,3.0
28367,l04-026-04-02,his,3.0
28368,h04-057-09-00,but,3.0
28369,l04-026-04-04,and,3.0
28370,h04-057-08-06,and,3.0
28371,l04-026-04-06,his,3.0
28372,l04-026-04-07,hat,3.0
28373,a04-050-05-08,and,3.0
28374,l04-026-04-12,Bob,3.0
28375,h04-061-06-03,for,3.0
28376,l04-020-04-10,the,3.0
28377,h04-071-02-07,has,3.0
28378,h04-071-02-01,was,3.0
28379,a04-050-03-06,did,3.0
28380,a04-050-03-07,not,3.0
28381,h04-071-00-03,per,3.0
28382,l04-020-03-01,her,3.0
28383,h04-071-00-00,The,3.0
28384,a02-098-00-00,Its,3.0
28385,h04-061-09-07,the,3.0
28386,l04-020-03-04,him,3.0
28387,h04-061-06-06,The,3.0
28388,a04-050-04-02,The,3.0
28389,l04-020-03-08,him,3.0
28390,l04-020-03-10,the,3.0
28391,h04-061-08-02,the,3.0
28392,l04-020-04-04,for,3.0
28393,h04-061-07-06,and,3.0
28394,h04-061-07-05,age,3.0
28395,l04-020-04-05,him,3.0
28396,l04-020-04-06,and,3.0
28397,h04-061-07-01,are,3.0
28398,a02-093-07-04,and,3.0
28399,h04-061-09-03,may,3.0
28400,a02-093-06-02,the,3.0
28401,h04-057-06-05,and,3.0
28402,h04-057-06-02,and,3.0
28403,h04-055-02-03,any,3.0
28404,h04-055-01-08,and,3.0
28405,h04-055-01-06,and,3.0
28406,h04-055-01-01,per,3.0
28407,l04-043-00-02,him,3.0
28408,a02-093-04-03,for,3.0
28409,l04-043-00-04,too,3.0
28410,h04-055-00-01,two,3.0
28411,h04-055-00-00,The,3.0
28412,h04-052-09-07,per,3.0
28413,l04-034-08-03,But,3.0
28414,h04-052-09-05,per,3.0
28415,a04-054-01-06,had,3.0
28416,h04-052-07-04,per,3.0
28417,a02-093-03-06,and,3.0
28418,l04-043-01-06,far,3.0
28419,l04-043-03-00,But,3.0
28420,a04-054-02-00,the,3.0
28421,h04-052-06-04,per,3.0
28422,h04-052-06-02,per,3.0
28423,h04-052-04-07,but,3.0
28424,l04-043-03-02,you,3.0
28425,h04-052-09-02,was,3.0
28426,h04-055-02-07,and,3.0
28427,a04-054-01-03,the,3.0
28428,l04-034-07-08,Bob,3.0
28429,l04-034-00-02,his,3.0
28430,a04-054-00-02,did,3.0
28431,l04-034-00-05,his,3.0
28432,h04-057-04-02,was,3.0
28433,a04-054-00-03,not,3.0
28434,l04-034-01-07,but,3.0
28435,h04-057-02-08,was,3.0
28436,l04-034-03-00,all,3.0
28437,h04-057-02-04,the,3.0
28438,h04-057-02-03,but,3.0
28439,a04-054-00-06,the,3.0
28440,h04-057-01-01,and,3.0
28441,h04-057-00-06,the,3.0
28442,l04-034-05-02,get,3.0
28443,l04-034-05-03,rid,3.0
28444,l04-034-05-05,him,3.0
28445,h04-057-00-00,All,3.0
28446,h04-055-07-06,and,3.0
28447,l04-034-06-01,his,3.0
28448,l04-034-06-06,old,3.0
28449,h04-055-05-05,off,3.0
28450,l04-034-07-03,You,3.0
28451,h04-055-03-03,and,3.0
28452,l04-020-00-11,his,3.0
28453,h04-071-02-13,the,3.0
28454,h04-071-03-06,was,3.0
28455,a02-098-00-03,set,3.0
28456,l04-005-00-06,she,3.0
28457,l04-005-00-07,was,3.0
28458,h05-012-06-04,out,3.0
28459,l04-005-01-03,him,3.0
28460,l04-005-01-09,had,3.0
28461,h05-012-05-05,all,3.0
28462,h05-012-05-04,are,3.0
28463,h05-012-04-10,the,3.0
28464,h05-012-04-03,the,3.0
28465,a02-098-05-03,Sir,3.0
28466,a02-098-06-03,and,3.0
28467,l04-005-02-05,and,3.0
28468,l04-005-03-05,get,3.0
28469,h05-012-02-08,and,3.0
28470,l04-005-03-11,she,3.0
28471,a02-098-03-08,the,3.0
28472,h05-012-01-07,for,3.0
28473,l04-005-04-05,you,3.0
28474,h05-012-01-00,are,3.0
28475,h05-012-00-10,the,3.0
28476,l04-005-05-03,him,3.0
28477,h05-012-00-05,war,3.0
28478,h05-012-03-06,the,3.0
28479,h06-000-01-06,the,3.0
28480,h06-000-01-08,Act,3.0
28481,l04-000-04-02,his,3.0
28482,a04-047-03-02,his,3.0
28483,l03-008-07-05,the,3.0
28484,h06-003-00-00,The,3.0
28485,h06-000-07-08,the,3.0
28486,h06-000-07-05,the,3.0
28487,a02-098-07-06,the,3.0
28488,h06-000-07-03,out,3.0
28489,h06-000-07-02,set,3.0
28490,h06-000-07-01,are,3.0
28491,a04-047-03-08,the,3.0
28492,h06-000-06-02,the,3.0
28493,l03-008-08-04,the,3.0
28494,l04-000-02-01,was,3.0
28495,a04-047-03-10,and,3.0
28496,a02-098-07-02,and,3.0
28497,l04-000-02-09,his,3.0
28498,h06-000-04-02,not,3.0
28499,l04-000-03-00,and,3.0
28500,a04-047-04-03,the,3.0
28501,l04-000-03-05,the,3.0
28502,l04-000-03-08,out,3.0
28503,l04-000-03-10,the,3.0
28504,a02-098-06-08,the,3.0
28505,l04-005-06-00,His,3.0
28506,h04-052-04-02,and,3.0
28507,h04-082-08-09,are,3.0
28508,h04-082-08-01,and,3.0
28509,h04-078-01-05,the,3.0
28510,l04-012-04-07,God,3.0
28511,l04-012-04-09,She,3.0
28512,a04-050-02-02,But,3.0
28513,h04-074-02-07,the,3.0
28514,h04-074-02-06,for,3.0
28515,l04-012-05-05,him,3.0
28516,l04-012-05-08,all,3.0
28517,l04-012-06-00,For,3.0
28518,h04-074-01-08,The,3.0
28519,a04-050-01-08,was,3.0
28520,l04-012-06-01,the,3.0
28521,h04-074-01-00,the,3.0
28522,l04-012-06-05,the,3.0
28523,h04-071-05-06,was,3.0
28524,h04-071-05-03,the,3.0
28525,l04-012-06-09,the,3.0
28526,h04-071-04-14,and,3.0
28527,a04-050-03-00,and,3.0
28528,h04-071-04-04,for,3.0
28529,h04-071-04-01,and,3.0
28530,a02-098-00-04,the,3.0
28531,l04-012-06-04,was,3.0
28532,h04-078-02-01,the,3.0
28533,l04-012-04-04,now,3.0
28534,l04-012-04-02,all,3.0
28535,l04-005-06-07,him,3.0
28536,a02-098-03-03,may,3.0
28537,a04-047-08-01,the,3.0
28538,h04-082-06-00,and,3.0
28539,l04-012-00-07,she,3.0
28540,a02-098-02-07,any,3.0
28541,h04-082-02-07,the,3.0
28542,l04-012-01-00,you,3.0
28543,l04-012-01-01,for,3.0
28544,l04-012-01-04,for,3.0
28545,l04-012-01-08,boy,3.0
28546,l04-012-02-00,How,3.0
28547,l04-012-02-02,the,3.0
28548,a04-050-01-00,not,3.0
28549,a02-098-02-04,Roy,3.0
28550,h04-078-05-09,all,3.0
28551,h04-078-05-08,for,3.0
28552,a02-098-02-03,Sir,3.0
28553,h04-078-05-04,the,3.0
28554,h04-078-03-03,the,3.0
28555,l04-012-03-08,him,3.0
28556,l04-012-04-01,was,3.0
28557,h04-078-02-06,are,3.0
28558,l04-005-06-04,and,3.0
28559,l04-043-03-03,are,3.0
28560,l04-043-03-05,the,3.0
28561,l04-043-03-09,and,3.0
28562,l04-066-05-07,her,3.0
28563,l04-066-05-08,but,3.0
28564,l04-066-05-09,was,3.0
28565,h04-000-05-07,and,3.0
28566,h04-000-05-05,tax,3.0
28567,h04-000-05-00,and,3.0
28568,l04-066-06-01,the,3.0
28569,l04-066-06-05,and,3.0
28570,l04-066-06-07,her,3.0
28571,l04-066-07-00,her,3.0
28572,h04-000-06-04,The,3.0
28573,l04-071-00-02,for,3.0
28574,h04-000-01-00,was,3.0
28575,h04-000-00-03,net,3.0
28576,l04-071-00-08,had,3.0
28577,l04-071-00-10,all,3.0
28578,h02-049-06-04,for,3.0
28579,l04-071-01-01,and,3.0
28580,l04-071-01-03,her,3.0
28581,l04-071-01-04,the,3.0
28582,a04-059-04-00,the,3.0
28583,l04-071-01-08,his,3.0
28584,l04-071-00-03,the,3.0
28585,h04-000-06-07,net,3.0
28586,l04-066-05-04,his,3.0
28587,h04-000-07-03,and,3.0
28588,h04-007-05-04,for,3.0
28589,a02-090-04-02,did,3.0
28590,h04-007-03-07,The,3.0
28591,h04-007-03-01,for,3.0
28592,l04-066-03-02,was,3.0
28593,h04-007-02-07,and,3.0
28594,h04-007-02-04,one,3.0
28595,h04-007-02-01,and,3.0
28596,l04-066-03-09,her,3.0
28597,h04-007-01-08,for,3.0
28598,h04-007-01-06,per,3.0
28599,a02-090-01-04,his,3.0
28600,h04-007-00-07,for,3.0
28601,l04-066-04-04,Yet,3.0
28602,h04-007-00-04,the,3.0
28603,l04-066-04-06,was,3.0
28604,h04-000-09-05,the,3.0
28605,l04-066-04-07,not,3.0
